"id","ts","dur","kind","gemm","pg","collective","marker"
15,6061440956336276,1539329514,"comm",0,"default_pg","broadcast",""
78,6061442495668189,14326100125,"marker",0,"","","ProfilerStep#0"
79,6061442495668190,2720,"compute",0,"","",""
80,6061442495681502,4064,"memory",0,"","",""
92,6061442496037985,15488,"comm",0,"default_pg","broadcast",""
103,6061442496209794,1344,"compute",0,"","",""
108,6061442496255266,3520,"memory",0,"","",""
114,6061442496316003,1312,"compute",0,"","",""
121,6061442496396003,14305,"memory",0,"","",""
132,6061442496633318,3712,"memory",0,"","",""
141,6061442512405705,23168,"memory",0,"","",""
155,6061442512646379,23200,"memory",0,"","",""
166,6061442518094040,23200,"memory",0,"","",""
180,6061442524436973,6592,"memory",0,"","",""
194,6061442524496269,705,"memory",0,"","",""
206,6061442524525294,1856,"memory",0,"","",""
218,6061442525994746,1824,"memory",0,"","",""
224,6061442526069850,1665,"compute",0,"","",""
231,6061442526130715,1952,"compute",0,"","",""
235,6061442526170075,2144,"compute",0,"","",""
241,6061442526219036,1376,"compute",0,"","",""
251,6061442526268988,2304,"compute",0,"","",""
256,6061442526298108,1024,"compute",0,"","",""
261,6061442526313757,1983,"compute",0,"","",""
268,6061442526344573,3936,"memory",0,"","",""
271,6061442526389949,1280,"compute",0,"","",""
276,6061442526419422,2240,"compute",0,"","",""
280,6061442526430814,3776,"memory",0,"","",""
283,6061442526459742,15584,"compute",0,"","",""
294,6061442526524158,5472,"compute",0,"","",""
300,6061442526559230,2400,"compute",0,"","",""
305,6061442526620415,1888,"compute",0,"","",""
317,6061442526655295,7489,"compute",0,"","",""
321,6061442526670687,1633,"compute",0,"","",""
332,6061442526694272,7264,"compute",0,"","",""
336,6061442526708096,1600,"compute",0,"","",""
347,6061442526732640,9536,"compute",0,"","",""
351,6061442526752320,1920,"compute",0,"","",""
362,6061442526777569,8031,"compute",0,"","",""
368,6061442526989826,1504,"compute",0,"","",""
386,6061442527770792,5239679075,"marker",0,"","","CustomFSDP.forward"
387,6061442527770793,79008,"compute",0,"","",""
