"name","ts","en"
"layer_0/forward/attention",6061443690496253,6061443745036152
"layer_0/forward/mlp",6061443745044214,6061443751091795
"layer_1/forward/attention",6061443751104721,6061443790978876
"layer_1/forward/mlp",6061443790986234,6061443797052599
"layer_2/forward/attention",6061443797065430,6061443840811526
"layer_2/forward/mlp",6061443840820292,6061443846888514
"layer_3/forward/attention",6061443846903168,6061443865555097
"layer_3/forward/mlp",6061443865585464,6061443888728989
"layer_4/forward/attention",6061443896937868,6061443935761836
"layer_4/forward/mlp",6061443935794826,6061443954807271
"layer_5/forward/attention",6061443962686803,6061443986623488
"layer_5/forward/mlp",6061443986646271,6061444004900052
"layer_6/forward/attention",6061444012698111,6061444056197549
"layer_6/forward/mlp",6061444056204714,6061444072755472
"layer_7/forward/attention",6061444080583643,6061444101838445
"layer_7/forward/mlp",6061444101861644,6061444119364218
"layer_8/forward/attention",6061444127273414,6061444148579609
"layer_8/forward/mlp",6061444148607863,6061444167309682
"layer_9/forward/attention",6061444175118460,6061444196328239
"layer_9/forward/mlp",6061444196356941,6061444214822149
"layer_10/forward/attention",6061444222373005,6061444265800859
"layer_10/forward/mlp",6061444265809625,6061444283229766
"layer_11/forward/attention",6061444290949488,6061444310728724
"layer_11/forward/mlp",6061444310754771,6061444329079849
"layer_12/forward/attention",6061444336762098,6061444357137181
"layer_12/forward/mlp",6061444357160219,6061444375359697
"layer_13/forward/attention",6061444383003452,6061444404752374
"layer_13/forward/mlp",6061444404774036,6061444422853546
"layer_14/forward/attention",6061444430748662,6061444472049555
"layer_14/forward/mlp",6061444472058385,6061444488045907
"layer_15/forward/attention",6061444495516795,6061444516264139
"layer_15/forward/mlp",6061444516296554,6061444534874052
"layer_16/forward/attention",6061444542334860,6061444562440055
"layer_16/forward/mlp",6061444562463733,6061444579988805
"layer_17/forward/attention",6061444587599439,6061444608954469
"layer_17/forward/mlp",6061444608974724,6061444629467345
"layer_18/forward/attention",6061444638964142,6061444679611332
"layer_18/forward/mlp",6061444679620002,6061444696082408
"layer_19/forward/attention",6061444703863572,6061444726391221
