k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
68,25.253,26.095,1.033,6,24.894,26.046,24.916,25.155,25.151,24.914,26.095,24.852
69,24.157,24.577,1.017,5,24.074,24.184,23.951,24.137,24.068,24.577,24.352,23.914
70,87.321,91.518,1.048,6,84.453,84.206,84.399,88.55,87.909,86.957,91.518,90.577
71,24.07,24.58,1.021,6,23.717,24.088,23.996,24.306,23.963,23.938,24.58,23.973
72,25.133,26.926,1.071,1,24.501,26.926,24.963,25.508,24.708,24.931,24.844,24.685
73,24.453,25.797,1.055,0,25.797,24.517,24.02,24.356,24.521,23.943,24.021,24.447
74,89.857,95.46,1.062,6,87.539,88.331,88.038,87.02,87.161,92.358,95.46,92.952
75,24.61,25.446,1.034,6,24.55,24.47,24.374,24.506,24.559,24.436,25.446,24.537
76,24.614,26.037,1.058,6,24.027,24.425,24.319,25.186,24.383,24.277,26.037,24.256
77,25.518,27.322,1.071,6,24.748,25.03,24.93,26.326,25.172,25.255,27.322,25.358
78,26.426,27.081,1.025,5,26.83,25.94,26.833,26.035,25.8,27.081,26.278,26.613
79,23.982,24.073,1.004,3,23.795,23.904,23.983,24.073,24.055,23.972,24.046,24.031
80,23.745,23.814,1.003,4,23.484,23.777,23.786,23.788,23.814,23.741,23.786,23.789
81,26.781,26.916,1.005,3,26.509,26.916,26.719,26.916,26.897,26.868,26.719,26.707
82,23.734,23.815,1.003,1,23.561,23.815,23.78,23.767,23.764,23.755,23.701,23.727
83,23.614,23.697,1.004,1,23.452,23.697,23.675,23.652,23.597,23.555,23.644,23.641
84,23.749,23.827,1.003,6,23.461,23.826,23.753,23.781,23.81,23.791,23.827,23.741
85,26.678,26.769,1.003,1,26.53,26.769,26.607,26.723,26.704,26.65,26.732,26.711
86,23.83,23.913,1.003,3,23.625,23.871,23.783,23.913,23.907,23.847,23.867,23.83
87,23.658,23.716,1.002,1,23.473,23.716,23.667,23.703,23.638,23.644,23.711,23.714
88,23.904,24.029,1.005,1,23.57,24.029,23.999,24.027,23.938,23.786,23.929,23.95
89,26.906,27.04,1.005,1,26.825,27.04,26.885,26.837,26.794,26.976,26.965,26.926
90,23.871,23.957,1.004,4,23.712,23.895,23.834,23.904,23.957,23.938,23.82,23.911
91,23.982,24.057,1.003,4,23.773,23.968,23.986,24.025,24.057,23.979,24.04,24.026
92,23.725,23.815,1.004,1,23.469,23.815,23.802,23.805,23.736,23.731,23.752,23.688
93,26.828,26.943,1.004,1,26.725,26.943,26.76,26.83,26.925,26.849,26.813,26.784
94,23.778,23.904,1.005,4,23.589,23.816,23.778,23.862,23.904,23.608,23.838,23.826
95,23.691,23.776,1.004,1,23.473,23.776,23.698,23.771,23.682,23.717,23.743,23.663
96,23.836,23.917,1.003,4,23.623,23.886,23.85,23.852,23.917,23.84,23.86,23.863
97,26.608,26.725,1.004,6,26.421,26.629,26.533,26.599,26.642,26.642,26.725,26.674
98,23.84,23.931,1.004,3,23.627,23.898,23.814,23.931,23.889,23.869,23.876,23.815
99,23.854,23.919,1.003,1,23.641,23.919,23.837,23.914,23.917,23.84,23.897,23.869
100,23.851,23.956,1.004,1,23.665,23.956,23.861,23.848,23.907,23.878,23.905,23.788
101,26.659,26.814,1.006,1,26.554,26.814,26.553,26.694,26.581,26.64,26.796,26.638
102,24.113,24.263,1.006,1,23.965,24.263,24.176,24.153,24.151,24.147,23.839,24.207
103,23.82,23.896,1.003,6,23.596,23.884,23.831,23.89,23.804,23.829,23.896,23.834
104,23.752,23.821,1.003,1,23.506,23.821,23.778,23.802,23.798,23.776,23.8,23.735
105,26.873,27.027,1.006,3,26.711,26.974,26.878,27.027,26.938,26.796,26.845,26.813
106,23.741,23.834,1.004,6,23.521,23.819,23.693,23.798,23.721,23.77,23.834,23.773
107,23.986,24.052,1.003,3,23.833,23.871,24.002,24.052,24.046,24.01,24.051,24.027
108,23.875,23.934,1.002,6,23.68,23.93,23.908,23.792,23.907,23.932,23.934,23.92
109,26.819,26.898,1.003,2,26.736,26.733,26.898,26.865,26.892,26.863,26.86,26.702
110,23.914,23.997,1.003,6,23.696,23.977,23.876,23.978,23.978,23.93,23.997,23.876
111,23.917,24.015,1.004,1,23.744,24.015,23.958,23.903,23.856,23.928,23.957,23.979
112,23.908,24.067,1.007,1,23.575,24.067,23.908,23.956,23.941,23.82,23.999,23.995
113,26.945,27.064,1.004,1,26.762,27.064,26.93,26.964,26.987,26.958,26.968,26.93
114,23.984,24.111,1.005,3,23.718,24.006,23.943,24.111,23.995,23.995,23.993,24.111
115,24.116,24.228,1.005,7,23.863,24.176,24.058,24.21,24.105,24.099,24.184,24.228
116,23.919,24.074,1.007,6,23.723,23.976,23.914,24.013,23.84,23.84,24.074,23.969
117,26.827,26.951,1.005,7,26.583,26.875,26.777,26.901,26.849,26.813,26.868,26.951
