layer,gpu,start_ns,wall_ms
layer:1,0,1293534485,94.818
layer:1,0,23671218137,94.508
layer:1,1,1304111901,84.701
layer:1,1,23672739948,93.198
layer:1,2,1308216317,82.249
layer:1,2,23673024182,93.695
layer:1,3,1308769692,82.884
layer:1,3,23672590285,93.526
layer:1,4,1344292133,46.303
layer:1,4,23672378220,93.614
layer:1,5,1347890816,46.008
layer:1,5,23671760071,94.248
layer:1,6,1347620508,43.392
layer:1,6,23672465961,93.593
layer:1,7,1346479931,43.9
layer:1,7,23672398124,93.764
layer:2,0,1388531147,104.872
layer:2,0,23530537177,93.878
layer:2,1,1388989767,105.546
layer:2,1,23532438381,92.094
layer:2,2,1390651499,104.87
layer:2,2,23531505783,93.337
layer:2,3,1391838195,104.275
layer:2,3,23531976803,92.681
layer:2,4,1390773420,105.358
layer:2,4,23532109186,92.49
layer:2,5,1394069092,103.01
layer:2,5,23531544550,93.106
layer:2,6,1391189457,104.964
layer:2,6,23532007631,92.695
layer:2,7,1390563077,104.911
layer:2,7,23531971319,92.809
layer:3,0,1493563491,132.608
layer:3,0,23383989309,100.627
layer:3,1,1494679697,133.381
layer:3,1,23383805811,101.0
layer:3,2,1495686504,134.121
layer:3,2,23384259349,100.604
layer:3,3,1496283012,132.923
layer:3,3,23383888638,100.871
layer:3,4,1496284036,133.531
layer:3,4,23383847304,100.835
layer:3,5,1497239307,133.418
layer:3,5,23384183989,100.711
layer:3,6,1496304622,132.532
layer:3,6,23383883126,100.71
layer:3,7,1495630584,134.89
layer:3,7,23384009345,100.87
layer:4,0,1626314932,131.949
layer:4,0,23195026836,110.414
layer:4,1,1628199654,129.003
layer:4,1,23195638459,109.912
layer:4,2,1629974113,128.478
layer:4,2,23196135758,110.757
layer:4,3,1629480775,129.91
layer:4,3,23195806904,110.552
layer:4,4,1629970028,125.824
layer:4,4,23195648361,109.898
layer:4,5,1630812183,128.527
layer:4,5,23195629034,110.429
layer:4,6,1629002273,128.995
layer:4,6,23195599091,110.053
layer:4,7,1630676539,127.024
layer:4,7,23195630130,110.071
layer:5,0,1758433146,61.872
layer:5,0,23014034836,118.629
layer:5,1,1757366251,63.603
layer:5,1,23015282164,117.352
layer:5,2,1758619089,62.833
layer:5,2,23015663600,117.009
layer:5,3,1759548452,61.291
layer:5,3,23015274468,118.15
layer:5,4,1755945302,64.512
layer:5,4,23015384611,117.098
layer:5,5,1759509690,61.785
layer:5,5,23015117005,118.028
layer:5,6,1758158122,62.672
layer:5,6,23015317374,116.972
layer:5,7,1757863807,63.525
layer:5,7,23015674910,116.779
layer:6,0,1820459720,57.52
layer:6,0,22814958486,110.215
layer:6,1,1821116099,56.814
layer:6,1,22815793134,110.204
layer:6,2,1821618305,56.735
layer:6,2,22816182381,109.384
layer:6,3,1820986652,57.614
layer:6,3,22815955254,110.433
layer:6,4,1820605191,57.483
layer:6,4,22815702416,109.984
layer:6,5,1821459537,56.867
layer:6,5,22815707673,109.947
layer:6,6,1820986281,56.977
layer:6,6,22816422384,109.903
layer:6,7,1821544055,56.628
layer:6,7,22815872603,109.772
layer:7,0,1878132611,142.742
layer:7,0,22618283772,133.334
layer:7,1,1878070333,145.093
layer:7,1,22619415992,144.104
layer:7,2,1878516230,143.061
layer:7,2,22619371953,122.206
layer:7,3,1878756885,143.167
layer:7,3,22619647361,144.883
layer:7,4,1878232107,144.73
layer:7,4,22619034279,145.473
layer:7,5,1878491116,143.4
layer:7,5,22619100659,143.212
layer:7,6,1878112625,143.129
layer:7,6,22619590798,125.199
layer:7,7,1878324492,143.474
layer:7,7,22619234286,143.591
layer:8,0,2021017384,57.887
layer:8,0,22417387376,112.552
layer:8,1,2023308257,56.182
layer:8,1,22419423202,111.039
layer:8,2,2021732011,60.165
layer:8,2,22417900944,112.462
layer:8,3,2022069365,59.795
layer:8,3,22419759161,110.933
layer:8,4,2023109532,55.954
layer:8,4,22418140150,112.797
layer:8,5,2022042724,57.368
layer:8,5,22419401263,111.019
layer:8,6,2021398829,60.809
layer:8,6,22417960249,112.368
layer:8,7,2021957176,60.546
layer:8,7,22417910314,112.866
layer:9,0,2079045031,74.599
layer:9,0,22224535868,110.862
layer:9,1,2079637992,74.537
layer:9,1,22225689342,109.796
layer:9,2,2082050117,72.79
layer:9,2,22225697362,109.785
layer:9,3,2082002411,71.902
layer:9,3,22225695779,110.363
layer:9,4,2079203160,74.963
layer:9,4,22225562657,110.461
layer:9,5,2079559858,76.537
layer:9,5,22225483388,109.974
layer:9,6,2082372270,71.115
layer:9,6,22225641527,109.662
layer:9,7,2082650092,72.379
layer:9,7,22225727959,109.748
layer:10,0,2153793114,68.135
layer:10,0,22039578045,116.251
layer:10,1,2154320932,67.455
layer:10,1,22044806666,111.695
layer:10,2,2154994628,67.859
layer:10,2,22040753046,115.773
layer:10,3,2154041173,67.878
layer:10,3,22045252613,111.694
layer:10,4,2154313816,67.866
layer:10,4,22045059182,111.518
layer:10,5,2156244946,66.685
layer:10,5,22045250907,111.375
layer:10,6,2153632777,67.967
layer:10,6,22040764495,115.284
layer:10,7,2155175090,67.193
layer:10,7,22042494435,114.333
layer:11,0,2222065682,133.638
layer:11,0,21847751634,116.511
layer:11,1,2221915443,134.374
layer:11,1,21848464086,116.137
layer:11,2,2223008563,133.749
layer:11,2,21848866307,115.769
layer:11,3,2222062113,133.85
layer:11,3,21849177427,115.895
layer:11,4,2222329423,133.858
layer:11,4,21848517291,115.787
layer:11,5,2223080076,133.498
layer:11,5,21848676211,115.784
layer:11,6,2221745486,135.236
layer:11,6,21848724092,115.384
