k,laggard_gpu,lateness_ms,laggard_gpu_idle_since_prev_release_ms,laggard_interval_ms,sum_wait_all_gpus_ms,laggard_nvtx
413,0,0.668,0.004,4.208,4.339,backward|recompute|layer|moe|hybridep_combine
414,1,4.456,0.15,21.136,42.047,backward|recompute
415,1,0.152,0.003,3.653,1.03,backward|recompute
416,1,0.007,0.008,0.374,0.111,backward|recompute
417,7,0.649,0.004,3.925,4.552,backward|recompute
418,1,6.913,0.045,24.891,58.956,backward|recompute
419,6,0.157,0.003,3.887,0.956,backward|recompute
420,5,0.025,2.962,124.845,0.268,backward|recompute|layer|moe|hybridep_dispatch
421,0,0.723,0.003,4.525,4.146,backward|recompute|layer|moe|moe_experts
422,1,10.367,0.156,25.276,74.556,backward|recompute
423,2,0.02,0.004,3.79,0.609,backward|recompute
424,2,0.003,0.009,0.368,0.071,backward|recompute
425,0,0.694,0.004,4.204,4.02,backward|recompute
426,1,13.126,0.044,28.736,92.226,backward|recompute
427,3,0.066,0.003,4.126,1.01,backward|recompute
428,4,0.037,1.734,119.868,0.385,backward|recompute|layer|moe|hybridep_dispatch
429,3,0.432,0.003,4.593,4.5,backward|recompute|layer|moe|moe_experts
430,4,12.41,0.187,26.985,89.282,backward|recompute
431,1,0.038,0.002,3.819,0.803,backward|recompute
432,7,0.006,0.007,0.37,0.094,backward|recompute
433,3,0.362,0.003,4.231,3.987,backward|recompute
434,4,14.526,0.045,30.185,105.207,backward|recompute
435,7,0.041,0.003,4.12,1.034,backward|recompute
436,0,0.037,1.718,117.26,0.314,backward|recompute|layer|moe|hybridep_dispatch
437,0,0.555,0.004,3.984,3.678,backward|recompute|layer|moe|moe_experts
438,7,2.808,0.153,18.891,23.723,backward|recompute
439,3,0.105,0.004,3.528,0.888,backward|recompute
440,3,0.008,0.008,0.373,0.121,backward|recompute
441,0,0.531,0.002,3.69,3.505,backward|recompute
442,7,3.302,0.043,20.601,28.111,backward|recompute
443,3,0.149,0.004,3.76,1.18,backward|recompute
444,7,0.225,2.013,118.465,1.713,backward|recompute|layer|moe|hybridep_dispatch
445,1,0.406,0.004,4.872,4.639,backward|recompute|layer|moe
446,2,12.712,0.146,28.454,100.534,backward|recompute
447,6,0.036,0.004,4.066,1.049,backward|recompute
448,6,0.007,0.01,0.372,0.103,backward|recompute
449,1,0.429,0.005,4.551,4.593,backward|recompute
450,2,14.093,0.047,30.895,110.881,backward|recompute
451,5,0.024,0.003,4.376,1.147,backward|recompute
452,7,0.036,2.833,120.552,0.317,backward|recompute|layer|moe|hybridep_dispatch
453,0,0.794,0.004,4.835,6.273,backward|recompute|layer|moe
454,1,15.407,0.162,28.267,98.64,backward|recompute
455,1,0.062,0.003,3.997,0.616,backward|recompute
456,1,0.011,0.008,0.375,0.126,backward|recompute
457,0,0.722,0.002,4.466,5.735,backward|recompute
458,1,19.161,0.044,32.774,123.889,backward|recompute
459,2,0.095,0.004,4.334,0.887,backward|recompute
460,2,0.049,1.764,118.673,0.487,backward|recompute|layer|moe|hybridep_dispatch
461,0,0.431,0.004,4.895,4.67,backward|recompute|hybridep_combine_bwd
462,2,10.031,0.16,24.434,67.312,backward|recompute
463,7,0.076,0.004,4.11,1.16,backward|recompute
464,4,0.007,0.01,0.372,0.114,backward|recompute
465,1,0.418,0.004,4.551,4.447,backward|recompute
466,2,11.024,0.041,26.438,74.403,backward|recompute
467,7,0.061,0.004,4.413,1.149,backward|recompute
468,0,0.043,1.665,128.817,0.351,backward|recompute|layer|moe|hybridep_dispatch
469,1,0.771,0.004,4.772,4.617,backward|recompute|layer|moe|moe_experts
470,3,9.506,0.159,24.555,68.944,backward|recompute
471,7,0.044,0.003,3.967,0.773,backward|recompute
472,4,0.004,0.008,0.368,0.082,backward|recompute
473,1,0.714,0.002,4.402,4.182,backward|recompute
474,3,12.214,0.046,28.262,88.16,backward|recompute
475,7,0.073,0.003,4.297,1.061,backward|recompute
476,7,0.061,1.722,119.334,0.507,backward|recompute|layer|moe|hybridep_dispatch
477,1,0.837,0.007,4.897,5.019,backward|recompute|layer|moe|hybridep_combine
478,7,7.293,0.161,22.892,55.351,backward|recompute
479,0,0.055,0.003,4.062,1.02,backward|recompute
480,5,0.005,0.009,0.369,0.082,backward|recompute
481,0,0.792,0.003,4.546,4.684,backward|recompute
482,7,9.059,0.044,25.915,69.533,backward|recompute
483,2,0.177,0.003,4.486,1.977,backward|recompute
484,6,0.035,2.639,122.075,0.342,backward|recompute|layer|moe|hybridep_dispatch
485,1,0.422,0.003,4.904,4.728,backward|recompute|layer|moe|hybridep_combine
486,6,11.834,0.149,26.191,82.154,backward|recompute
487,3,0.031,0.004,4.084,1.027,backward|recompute
488,4,0.006,0.009,0.37,0.104,backward|recompute
489,1,0.371,0.002,4.525,4.303,backward|recompute
490,6,13.863,0.044,28.964,95.64,backward|recompute
491,3,0.042,0.003,4.416,1.147,backward|recompute
492,4,0.052,1.73,123.696,0.52,backward|recompute|layer|moe|hybridep_dispatch
493,0,0.408,0.004,4.797,4.626,backward|recompute
494,4,20.765,0.156,34.257,147.291,backward|recompute
495,7,0.164,0.004,4.106,1.763,backward|recompute
496,7,0.013,0.008,0.377,0.152,backward|recompute
497,7,0.455,0.002,4.527,4.691,backward|recompute
498,4,25.666,0.044,39.785,180.555,backward|recompute
499,7,0.106,0.004,4.37,1.588,backward|recompute
500,0,0.045,1.674,123.147,0.458,backward|recompute|layer|moe|hybridep_dispatch
501,1,0.822,0.005,4.637,5.076,backward|recompute|layer|moe|moe_experts
502,0,10.013,0.167,25.528,77.507,backward|recompute
503,5,0.026,0.004,3.766,0.736,backward|recompute
504,5,0.003,0.008,0.368,0.073,backward|recompute
505,1,0.746,0.004,4.274,4.758,backward|recompute
506,0,11.819,0.043,28.452,92.532,backward|recompute
507,4,0.044,0.004,4.064,0.957,backward|recompute
508,6,0.082,1.727,115.935,0.59,backward|recompute|layer|moe|hybridep_dispatch
509,3,0.417,0.005,4.936,5.651,backward|recompute|layer|moe|moe_experts
510,6,15.924,0.148,29.515,108.833,backward|recompute
511,4,0.131,0.004,4.137,1.636,backward|recompute
512,4,0.007,0.007,0.369,0.096,backward|recompute
513,3,0.376,0.004,4.539,5.126,backward|recompute
514,6,19.625,0.041,33.963,134.802,backward|recompute
515,4,0.059,0.004,4.402,1.259,backward|recompute
516,0,0.077,2.648,125.024,0.609,backward|recompute|layer|moe|hybridep_dispatch
517,1,0.794,0.005,4.269,4.28,backward|recompute|layer|moe|moe_experts
518,0,7.974,0.153,22.809,55.243,backward|recompute
519,4,0.029,0.004,3.537,0.249,backward|recompute
520,0,0.006,0.008,0.371,0.097,backward|recompute
521,1,0.796,0.005,3.996,4.861,backward|recompute
522,0,10.817,0.045,26.558,75.121,backward|recompute
523,2,0.05,0.004,3.814,0.533,backward|recompute
524,1,0.058,1.695,118.706,0.55,backward|recompute|layer|moe|hybridep_dispatch
525,0,0.676,0.004,4.792,4.916,backward|recompute
526,1,28.217,0.175,39.246,187.302,backward|recompute
527,2,0.037,0.003,4.0,0.714,backward|recompute
528,1,0.029,0.009,0.393,0.259,backward|recompute
529,0,0.587,0.002,4.42,3.79,backward|recompute
530,1,41.244,0.045,52.666,277.557,backward|recompute
531,2,0.087,0.006,4.367,1.218,backward|recompute
532,7,0.042,1.973,130.628,0.396,backward|recompute|layer|moe|hybridep_dispatch
533,0,0.758,0.003,4.818,4.79,backward|recompute|layer|moe
534,1,10.565,0.179,24.934,71.936,backward|recompute
535,5,0.048,0.004,4.021,0.974,backward|recompute
536,1,0.002,0.008,0.366,0.066,backward|recompute
537,0,0.742,0.003,4.491,4.72,backward|recompute
538,1,12.271,0.041,27.498,83.314,backward|recompute
539,1,0.089,0.004,4.365,1.428,backward|recompute
540,5,0.056,2.047,121.571,0.51,backward|recompute|layer|moe|hybridep_dispatch
541,0,0.426,0.003,4.852,4.787,backward|recompute
542,6,14.479,0.153,28.949,104.579,backward|recompute
543,7,0.04,0.002,4.036,1.132,backward|recompute
544,7,0.004,0.006,0.367,0.09,backward|recompute
545,0,0.393,0.002,4.474,4.345,backward|recompute
546,6,17.258,0.047,32.568,124.59,backward|recompute
547,7,0.034,0.004,4.34,1.265,backward|recompute
548,7,0.039,3.036,122.798,0.325,backward|recompute|layer|moe|hybridep_dispatch
549,1,0.822,0.005,4.787,4.889,backward|recompute|layer|moe|moe_experts
550,7,11.524,0.16,25.984,80.265,backward|recompute
551,2,0.025,0.002,3.96,0.889,backward|recompute
552,7,0.001,0.011,0.365,0.07,backward|recompute
553,1,0.739,0.003,4.409,4.443,backward|recompute
554,7,14.07,0.042,29.351,98.379,backward|recompute
555,2,0.035,0.006,4.275,1.097,backward|recompute
556,3,0.028,1.711,117.773,0.403,backward|recompute|layer|moe|hybridep_dispatch
557,0,0.442,0.005,4.73,4.685,backward|recompute
558,4,13.057,0.149,27.336,91.267,backward|recompute
559,3,0.032,0.005,3.912,0.562,backward|recompute
560,4,0.012,0.009,0.375,0.137,backward|recompute
561,1,0.487,0.005,4.465,4.656,backward|recompute
562,4,15.849,0.045,30.883,108.719,backward|recompute
563,1,0.157,0.004,4.331,1.619,backward|recompute
564,5,0.035,1.715,121.951,0.354,backward|recompute|layer|moe|hybridep_dispatch
565,1,0.734,0.005,4.277,4.076,backward|recompute|layer|moe|moe_experts
566,0,6.502,0.185,22.15,49.733,backward|recompute
567,3,0.029,0.003,3.559,0.421,backward|recompute
568,3,0.003,0.007,0.367,0.071,backward|recompute
569,3,0.685,0.004,3.958,3.832,backward|recompute
570,0,7.87,0.042,24.162,57.423,backward|recompute
571,2,0.096,0.004,3.866,0.988,backward|recompute
572,5,0.042,2.082,119.9,0.434,backward|recompute|layer|moe|hybridep_dispatch
573,1,0.758,0.005,4.871,4.677,backward|recompute|layer|moe|moe_experts
574,7,12.542,0.157,27.183,90.293,backward|recompute
575,4,0.072,0.004,4.118,1.44,backward|recompute
576,4,0.005,0.006,0.369,0.092,backward|recompute
577,1,0.685,0.004,4.493,4.36,backward|recompute
578,7,15.68,0.044,30.996,111.409,backward|recompute
579,3,0.05,0.005,4.404,1.391,backward|recompute
580,6,0.032,2.937,125.122,0.253,backward|recompute|layer|moe|hybridep_dispatch
581,3,0.427,0.003,4.886,4.739,backward|recompute|layer|moe|moe_experts
582,6,14.714,0.15,28.471,100.693,backward|recompute
583,7,0.127,0.005,4.152,1.686,backward|recompute
584,7,0.009,0.008,0.375,0.131,backward|recompute
585,7,0.407,0.004,4.538,4.533,backward|recompute
586,6,18.514,0.044,32.894,126.003,backward|recompute
587,7,0.171,0.005,4.522,2.133,backward|recompute
588,4,0.014,1.741,122.727,0.281,backward|recompute|layer|moe|hybridep_dispatch
589,0,0.87,0.003,4.559,4.989,backward|recompute|layer
590,1,10.943,0.151,25.769,78.621,backward|recompute
591,4,0.083,0.006,3.749,0.652,backward|recompute
592,1,0.015,0.009,0.381,0.161,backward|recompute
593,0,0.795,0.003,4.202,4.765,backward|recompute
594,1,14.672,0.046,30.578,106.073,backward|recompute
595,4,0.192,0.004,4.132,1.653,backward|recompute
596,5,0.029,1.707,126.154,0.289,backward|recompute|layer|moe|hybridep_dispatch
597,3,0.395,0.005,4.673,4.339,backward|recompute|layer|moe|moe_experts
598,5,9.591,0.147,23.922,64.335,backward|recompute
599,1,0.219,0.004,4.057,2.092,backward|recompute
600,1,0.01,0.006,0.375,0.12,backward|recompute
601,1,0.547,0.004,4.492,5.227,backward|recompute
602,5,12.219,0.044,27.404,80.807,backward|recompute
603,1,0.285,0.004,4.408,2.568,backward|recompute
604,2,0.024,1.775,121.189,0.286,backward|recompute|layer|moe|hybridep_dispatch
605,1,0.73,0.004,4.794,4.504,backward|recompute|layer|moe|moe_experts
606,0,14.511,0.162,29.025,105.106,backward|recompute
607,5,0.024,0.004,4.001,0.976,backward|recompute
608,4,0.004,0.01,0.371,0.089,backward|recompute
609,1,0.692,0.004,4.45,4.537,backward|recompute
610,0,17.538,0.041,32.648,125.059,backward|recompute
611,3,0.036,0.004,4.327,1.251,backward|recompute
612,0,0.013,2.561,125.867,0.199,backward|recompute|layer|moe|hybridep_dispatch
613,3,0.412,0.004,4.475,4.482,backward|recompute|layer|moe|moe_experts
614,2,7.921,0.157,23.182,58.198,backward|recompute
615,7,0.017,0.005,3.682,0.475,backward|recompute
616,3,0.006,0.008,0.37,0.094,backward|recompute
617,3,0.429,0.003,4.177,4.505,backward|recompute
618,2,10.819,0.046,26.962,77.113,backward|recompute
619,4,0.111,0.005,4.025,0.939,backward|recompute
620,3,0.048,1.731,119.959,0.447,backward|recompute|layer|moe|hybridep_dispatch
621,0,0.708,0.004,4.404,3.793,backward|recompute|layer
622,1,7.543,0.168,23.272,58.275,backward|recompute
623,0,0.027,0.002,3.715,0.327,backward|recompute
624,1,0.011,0.007,0.373,0.121,backward|recompute
625,0,0.68,0.002,4.101,4.177,backward|recompute
626,1,9.615,0.047,26.631,74.549,backward|recompute
627,2,0.058,0.005,4.022,0.797,backward|recompute
628,5,0.034,1.669,121.44,0.387,backward|recompute|layer|moe|hybridep_dispatch
629,1,0.402,0.005,4.843,4.983,backward|recompute|layer|moe|moe_experts
630,5,17.935,0.176,31.882,128.971,backward|recompute
631,3,0.019,0.002,3.976,0.954,backward|recompute
632,1,0.005,0.01,0.37,0.089,backward|recompute
633,3,0.389,0.004,4.495,4.765,backward|recompute
634,5,23.83,0.043,38.32,169.649,backward|recompute
635,6,0.145,0.005,4.391,1.684,backward|recompute
636,6,0.11,1.978,132.838,0.959,backward|recompute|layer|moe|hybridep_dispatch
637,0,0.537,0.005,4.774,4.93,backward|recompute|hybridep_combine_bwd
638,6,4.99,0.161,21.382,42.609,backward|recompute
639,3,0.044,0.003,3.946,0.701,backward|recompute
640,4,0.012,0.008,0.376,0.141,backward|recompute
641,0,0.516,0.003,4.422,4.525,backward|recompute
642,6,5.794,0.043,23.113,47.087,backward|recompute
643,4,0.157,0.006,4.317,1.523,backward|recompute
644,0,0.045,2.566,122.684,0.375,backward|recompute|layer|moe|hybridep_dispatch
645,1,0.505,0.005,4.185,4.167,backward|recompute|layer|moe|moe_experts
646,5,4.869,0.15,20.854,40.133,backward|recompute
647,4,0.033,0.004,3.508,0.408,backward|recompute
648,4,0.004,0.008,0.369,0.092,backward|recompute
649,1,0.46,0.003,3.862,3.822,backward|recompute
650,5,5.646,0.039,22.698,46.114,backward|recompute
651,0,0.101,0.003,3.805,0.835,backward|recompute
652,2,0.133,3.011,121.863,1.096,backward|recompute|layer|moe|hybridep_dispatch
653,3,0.425,0.006,4.826,4.721,backward|recompute|layer|moe|moe_experts
654,6,14.525,0.15,29.538,109.286,backward|recompute
655,7,0.059,0.003,4.034,1.204,backward|recompute
656,7,0.005,0.007,0.372,0.101,backward|recompute
657,1,0.56,0.003,4.657,5.637,backward|recompute
658,6,19.385,0.043,35.427,143.587,backward|recompute
659,7,0.114,0.005,4.386,1.357,backward|recompute
660,0,0.08,1.596,120.592,0.582,backward|recompute|layer|moe|hybridep_dispatch
661,1,0.769,0.005,4.91,4.686,backward|recompute|layer|moe
662,0,11.215,0.166,24.782,70.666,backward|recompute
663,7,0.038,0.004,4.083,0.981,backward|recompute
664,7,0.002,0.008,0.367,0.085,backward|recompute
665,1,0.706,0.003,4.53,4.299,backward|recompute
666,0,15.872,0.044,30.013,101.276,backward|recompute
667,2,0.1,0.005,4.453,1.293,backward|recompute
668,6,0.056,1.786,127.713,0.511,backward|recompute|layer|moe|hybridep_dispatch
669,0,0.434,0.003,4.994,5.792,backward|recompute|hybridep_combine_bwd
670,5,13.173,0.146,26.552,84.497,backward|recompute
671,3,0.142,0.004,4.204,1.401,backward|recompute
672,3,0.008,0.008,0.373,0.119,backward|recompute
673,1,0.442,0.004,4.673,5.734,backward|recompute
674,5,16.092,0.045,30.366,103.152,backward|recompute
675,3,0.164,0.002,4.527,1.522,backward|recompute
676,2,0.024,2.844,125.147,0.297,backward|recompute|layer|moe|hybridep_dispatch
677,3,0.383,0.004,4.383,3.986,backward|recompute|layer|moe|moe_experts
678,2,12.382,0.177,27.378,91.731,backward|recompute
679,3,0.034,0.002,3.695,0.662,backward|recompute
680,1,0.004,0.008,0.368,0.088,backward|recompute
681,1,0.456,0.003,4.147,4.337,backward|recompute
682,2,13.731,0.047,29.96,103.007,backward|recompute
683,1,0.065,0.004,3.987,0.949,backward|recompute
684,6,0.114,2.646,122.755,0.931,backward|recompute|layer|moe|hybridep_dispatch
685,1,0.74,0.004,4.853,4.716,backward|recompute|layer|moe|moe_experts
686,3,15.6,0.181,30.358,115.598,backward|recompute
687,7,0.029,0.005,4.06,0.62,backward|recompute
688,3,0.024,0.008,0.388,0.221,backward|recompute
689,1,0.681,0.002,4.485,4.17,backward|recompute
690,3,23.973,0.049,39.414,173.243,backward|recompute
691,6,0.081,0.003,4.416,1.127,backward|recompute
692,3,0.035,1.73,122.917,0.348,backward|recompute|layer|moe|hybridep_dispatch
693,0,0.699,0.004,4.735,4.487,backward|recompute|layer|moe|moe_experts
694,3,12.951,0.171,27.186,90.834,backward|recompute
695,7,0.021,0.005,3.967,0.908,backward|recompute
696,3,0.01,0.011,0.375,0.112,backward|recompute
697,0,0.675,0.004,4.396,4.773,backward|recompute
698,3,15.778,0.044,30.692,109.204,backward|recompute
699,5,0.034,0.005,4.293,1.273,backward|recompute
700,6,0.067,1.785,116.919,0.645,backward|recompute|layer|moe|hybridep_dispatch
701,1,0.406,0.004,4.855,4.623,backward|recompute|layer|moe
702,6,7.407,0.186,24.092,65.452,backward|recompute
703,2,0.012,0.003,4.029,0.859,backward|recompute
704,2,0.003,0.007,0.367,0.066,backward|recompute
705,1,0.394,0.004,4.503,4.371,backward|recompute
706,6,9.469,0.044,27.341,80.593,backward|recompute
707,5,0.176,0.004,4.479,2.027,backward|recompute
708,0,0.036,2.685,127.481,0.305,backward|recompute|layer|moe|hybridep_dispatch
709,0,0.772,0.004,4.662,4.388,backward|recompute|layer|moe|hybridep_combine
710,7,8.933,0.186,24.091,65.533,backward|recompute
711,1,0.207,0.004,4.049,2.005,backward|recompute
712,1,0.012,0.007,0.376,0.132,backward|recompute
713,1,0.87,0.003,4.468,5.254,backward|recompute
714,7,10.296,0.04,26.469,74.373,backward|recompute
715,1,0.193,0.005,4.331,2.121,backward|recompute
716,6,0.03,1.867,122.378,0.314,backward|recompute|layer|moe|hybridep_dispatch
717,1,0.538,0.004,4.299,4.279,backward|recompute|layer|moe|moe_experts
718,5,7.214,0.16,22.296,50.74,backward|recompute
719,3,0.078,0.004,3.629,0.796,backward|recompute
720,3,0.007,0.006,0.37,0.099,backward|recompute
721,0,0.549,0.002,3.983,4.122,backward|recompute
722,5,8.677,0.043,24.591,60.199,backward|recompute
723,2,0.025,0.004,3.845,0.618,backward|recompute
724,5,0.028,1.745,125.296,0.334,backward|recompute|layer|moe|hybridep_dispatch
725,7,0.551,0.003,4.002,3.468,backward|recompute|layer|moe|moe_experts
726,1,4.184,0.156,20.119,33.504,backward|recompute
727,4,0.076,0.004,3.48,0.652,backward|recompute
728,2,0.012,0.01,0.378,0.155,backward|recompute
729,7,0.553,0.004,3.759,3.594,backward|recompute
730,1,5.341,0.046,22.406,42.0,backward|recompute
731,3,0.151,0.003,3.747,0.975,backward|recompute
732,6,0.037,1.777,125.202,0.458,backward|recompute|layer|moe|hybridep_dispatch
733,7,0.547,0.003,4.341,4.318,backward|recompute|layer|moe|moe_experts
734,4,6.533,0.179,21.506,44.025,backward|recompute
735,1,0.029,0.003,3.624,0.347,backward|recompute
736,1,0.01,0.008,0.377,0.127,backward|recompute
737,0,0.621,0.002,4.075,4.479,backward|recompute
738,1,7.553,0.046,23.637,50.664,backward|recompute
739,1,0.136,0.004,3.975,1.107,backward|recompute
740,6,0.089,3.458,128.03,0.736,backward|recompute|layer|moe|hybridep_dispatch
741,0,0.421,0.005,4.744,4.818,backward|recompute|layer|moe|moe_experts
742,6,16.974,0.151,30.651,118.648,backward|recompute
743,3,0.089,0.003,3.957,1.358,backward|recompute
744,3,0.004,0.006,0.369,0.087,backward|recompute
745,3,0.403,0.003,4.39,4.517,backward|recompute
746,6,21.89,0.046,36.232,152.453,backward|recompute
747,3,0.058,0.004,4.236,1.178,backward|recompute
748,6,0.154,2.029,121.675,1.138,backward|recompute|layer|moe|hybridep_dispatch
749,1,0.773,0.006,4.941,5.72,backward|recompute|layer
750,0,13.94,0.155,28.593,101.319,backward|recompute
751,0,0.286,0.003,4.282,2.366,backward|recompute
752,0,0.014,0.006,0.379,0.142,backward|recompute
753,3,0.682,0.003,4.57,5.359,backward|recompute
754,0,20.727,0.044,36.342,148.491,backward|recompute
755,0,0.292,0.003,4.592,2.364,backward|recompute
756,0,0.013,1.712,119.455,0.251,backward|recompute|layer|moe|hybridep_dispatch
757,0,0.753,0.005,4.958,5.933,backward|recompute|layer|moe|hybridep_combine
758,4,20.358,0.172,32.013,129.566,backward|recompute
759,1,0.035,0.003,4.057,0.447,backward|recompute
760,1,0.009,0.008,0.373,0.122,backward|recompute
761,3,0.666,0.002,4.558,5.493,backward|recompute
762,4,28.718,0.042,40.944,185.914,backward|recompute
763,7,0.136,0.003,4.452,1.056,backward|recompute
764,2,0.069,1.815,121.596,0.477,backward|recompute|layer|moe|hybridep_dispatch
765,3,0.778,0.003,4.904,4.825,backward|recompute|layer|moe|moe_experts
766,0,9.463,0.153,24.759,70.873,backward|recompute
767,7,0.186,0.003,4.194,2.066,backward|recompute
768,7,0.013,0.008,0.376,0.141,backward|recompute
769,7,0.799,0.004,4.641,5.123,backward|recompute
770,0,12.518,0.045,28.67,89.619,backward|recompute
771,2,0.174,0.004,4.483,1.946,backward|recompute
772,2,0.018,2.995,123.358,0.251,backward|recompute|layer|moe|hybridep_dispatch
773,0,0.743,0.003,4.731,4.75,backward|recompute|layer|moe|moe_experts
774,3,15.261,0.174,30.374,115.532,backward|recompute
775,4,0.269,0.006,4.126,2.448,backward|recompute
776,4,0.019,0.008,0.385,0.185,backward|recompute
777,0,0.692,0.002,4.367,4.802,backward|recompute
778,3,18.996,0.048,34.751,138.025,backward|recompute
779,4,0.321,0.004,4.468,3.035,backward|recompute
780,6,0.072,1.829,124.245,0.692,backward|recompute|layer|moe|hybridep_dispatch
781,1,0.452,0.004,4.848,4.664,backward|recompute|layer|moe|moe_experts
782,4,19.28,0.191,32.334,131.05,backward|recompute
783,7,0.025,0.004,4.033,0.735,backward|recompute
784,6,0.009,0.008,0.374,0.118,backward|recompute
785,1,0.412,0.004,4.475,4.296,backward|recompute
786,4,22.989,0.049,36.652,156.018,backward|recompute
787,6,0.043,0.003,4.369,0.798,backward|recompute
788,6,0.046,1.811,129.64,0.472,backward|recompute|layer|moe|hybridep_dispatch
789,1,0.521,0.006,4.618,4.777,backward|recompute|layer|moe|moe_experts
790,4,12.792,0.171,27.745,94.916,backward|recompute
791,3,0.036,0.004,3.798,0.815,backward|recompute
792,3,0.008,0.007,0.372,0.109,backward|recompute
793,1,0.454,0.005,4.257,4.329,backward|recompute
794,4,15.267,0.041,31.151,113.085,backward|recompute
795,6,0.023,0.003,4.073,0.638,backward|recompute
796,6,0.069,2.274,121.783,0.536,backward|recompute|layer|moe|hybridep_dispatch
797,1,0.427,0.004,4.675,5.677,backward|recompute|layer|moe|moe_experts
798,2,16.93,0.162,29.859,111.45,backward|recompute
799,2,0.075,0.003,3.883,0.681,backward|recompute
800,2,0.014,0.008,0.381,0.154,backward|recompute
801,0,0.415,0.003,4.322,4.375,backward|recompute
802,2,22.284,0.047,35.781,144.886,backward|recompute
803,4,0.122,0.002,4.207,1.046,backward|recompute
804,2,0.049,2.945,123.427,0.373,backward|recompute|layer|moe|hybridep_dispatch
805,7,0.696,0.007,4.272,4.379,backward|recompute|layer|moe|moe_experts
806,3,7.47,0.163,22.972,56.216,backward|recompute
807,1,0.153,0.003,3.693,1.154,backward|recompute
808,1,0.01,0.007,0.374,0.12,backward|recompute
809,1,0.684,0.003,4.014,4.261,backward|recompute
810,3,9.225,0.045,25.987,67.919,backward|recompute
811,2,0.072,0.004,3.873,0.511,backward|recompute
812,6,0.08,1.741,117.104,0.604,backward|recompute|layer|moe|hybridep_dispatch
813,3,0.468,0.004,4.595,4.472,backward|recompute|layer|moe|moe_experts
814,6,11.964,0.156,26.394,83.277,backward|recompute
815,4,0.061,0.005,3.857,0.849,backward|recompute
816,7,0.003,0.011,0.367,0.08,backward|recompute
817,3,0.441,0.006,4.246,4.129,backward|recompute
818,6,14.922,0.044,30.054,103.07,backward|recompute
819,7,0.013,0.004,4.106,0.587,backward|recompute
820,6,0.059,1.768,119.174,0.519,backward|recompute|layer|moe|hybridep_dispatch
821,3,0.455,0.005,4.823,4.861,backward|recompute|layer|moe|moe_experts
822,6,15.677,0.166,31.796,127.371,backward|recompute
823,2,0.038,0.004,3.993,0.979,backward|recompute
824,3,0.003,0.008,0.367,0.077,backward|recompute
825,3,0.398,0.002,4.432,4.335,backward|recompute
826,6,20.058,0.045,37.315,160.644,backward|recompute
827,1,0.103,0.004,4.35,1.389,backward|recompute
828,2,0.057,1.906,123.512,0.574,backward|recompute|layer|moe|hybridep_dispatch
829,7,0.708,0.005,4.408,4.612,backward|recompute|layer|moe|moe_experts
830,3,8.356,0.158,24.145,65.081,backward|recompute
831,3,0.09,0.002,3.743,0.883,backward|recompute
832,3,0.015,0.008,0.381,0.166,backward|recompute
833,1,0.691,0.003,4.099,4.737,backward|recompute
834,3,12.542,0.048,29.548,96.544,backward|recompute
835,3,0.104,0.003,4.026,1.027,backward|recompute
836,7,0.147,3.113,125.831,1.123,backward|recompute|layer|moe|hybridep_dispatch
837,0,0.39,0.003,4.49,4.898,backward|recompute|layer|moe|moe_experts
838,2,8.89,0.165,23.638,61.58,backward|recompute
839,7,0.025,0.003,3.734,0.483,backward|recompute
840,7,0.004,0.008,0.368,0.09,backward|recompute
841,0,0.352,0.004,4.147,4.518,backward|recompute
842,2,9.882,0.049,25.577,67.646,backward|recompute
843,7,0.013,0.005,4.004,0.391,backward|recompute
844,5,0.172,3.161,125.924,1.349,backward|recompute|layer|moe|hybridep_dispatch
845,7,0.496,0.003,4.108,4.044,backward|recompute|layer|moe|moe_experts
846,5,5.368,0.168,20.702,37.692,backward|recompute
847,4,0.035,0.004,3.512,0.4,backward|recompute
848,4,0.005,0.008,0.369,0.093,backward|recompute
849,7,0.569,0.004,3.92,4.614,backward|recompute
850,5,6.35,0.046,22.728,44.645,backward|recompute
851,1,0.069,0.003,3.763,0.707,backward|recompute
852,7,0.072,1.86,119.82,0.642,backward|recompute|layer|moe|hybridep_dispatch
853,1,0.494,0.005,4.488,4.59,backward|recompute|layer|moe|moe_experts
854,4,10.62,0.149,25.895,79.284,backward|recompute
855,3,0.089,0.004,3.743,1.031,backward|recompute
856,3,0.006,0.006,0.37,0.096,backward|recompute
857,3,0.47,0.002,4.16,4.268,backward|recompute
858,4,13.274,0.044,29.714,99.785,backward|recompute
859,0,0.109,0.002,4.044,1.269,backward|recompute
860,7,0.066,1.823,122.168,0.566,backward|recompute|layer|moe|hybridep_dispatch
861,1,0.525,0.004,4.656,4.863,backward|recompute|layer|moe|moe_experts
862,6,14.658,0.186,28.764,101.698,backward|recompute
863,1,0.064,0.003,3.856,0.971,backward|recompute
864,1,0.004,0.007,0.371,0.083,backward|recompute
865,1,0.537,0.002,4.36,4.78,backward|recompute
866,6,18.088,0.045,32.901,124.779,backward|recompute
867,3,0.068,0.003,4.157,1.097,backward|recompute
868,7,0.46,6.523,132.928,4.948,backward|recompute|layer|moe|hybridep_dispatch
869,7,0.649,0.073,4.092,4.189,backward|recompute|layer|moe|moe_experts
870,3,3.378,11.829,26.354,36.553,backward|recompute
871,6,0.125,0.003,3.524,0.977,backward|recompute
