k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
141,57.31,64.002,1.117,3,53.26,59.196,61.649,64.002,58.729,53.005,55.09,53.552
142,54.824,63.407,1.157,6,53.745,52.765,53.237,51.612,56.974,48.649,63.407,58.202
143,55.138,68.877,1.249,6,51.517,58.42,58.008,46.349,46.75,56.305,68.877,54.877
144,54.815,63.01,1.149,3,52.204,49.006,57.737,63.01,57.59,53.958,54.684,50.334
145,57.832,64.436,1.114,2,55.56,54.017,64.436,59.858,51.9,57.699,63.098,56.089
146,54.237,58.587,1.08,5,54.307,53.529,52.719,52.895,54.035,58.587,52.402,55.422
147,54.792,63.231,1.154,4,56.562,51.889,52.129,54.003,63.231,50.808,54.574,55.142
148,55.37,66.414,1.199,6,53.727,58.123,53.256,56.929,51.483,50.303,66.414,52.723
149,58.737,62.417,1.063,6,58.755,61.965,62.055,57.393,55.151,57.708,62.417,54.449
150,54.75,66.743,1.219,7,58.09,51.93,50.24,56.782,50.874,49.83,53.512,66.743
151,54.187,57.049,1.053,3,54.664,55.589,55.057,57.049,52.145,50.133,55.455,53.407
152,54.54,62.509,1.146,0,62.509,53.407,54.333,48.737,52.47,60.858,54.444,49.558
153,39.314,39.518,1.005,3,38.926,39.479,39.2,39.518,39.344,39.279,39.467,39.298
154,39.335,39.57,1.006,1,38.941,39.57,39.132,39.475,39.445,39.213,39.556,39.351
155,39.44,39.578,1.004,1,39.193,39.578,39.248,39.574,39.543,39.333,39.56,39.487
