k,mean_ms,max_ms,max_over_mean,heaviest_gpu,gpu0_ms,gpu1_ms,gpu2_ms,gpu3_ms,gpu4_ms,gpu5_ms,gpu6_ms,gpu7_ms
139,9.677,9.727,1.005,4,9.454,9.699,9.683,9.721,9.727,9.701,9.709,9.722
140,9.67,9.725,1.006,3,9.458,9.692,9.685,9.725,9.703,9.695,9.699,9.703
141,9.67,9.713,1.004,3,9.452,9.704,9.691,9.713,9.706,9.69,9.695,9.71
142,9.721,9.842,1.012,7,9.476,9.736,9.726,9.76,9.744,9.739,9.742,9.842
143,9.731,9.866,1.014,7,9.471,9.73,9.718,9.771,9.751,9.755,9.789,9.866
144,9.732,9.838,1.011,7,9.471,9.74,9.721,9.764,9.747,9.746,9.826,9.838
145,9.725,9.835,1.011,7,9.472,9.72,9.727,9.804,9.754,9.728,9.758,9.835
146,9.71,9.753,1.004,6,9.485,9.734,9.725,9.749,9.742,9.74,9.753,9.751
147,9.737,9.794,1.006,6,9.506,9.754,9.739,9.774,9.775,9.787,9.794,9.766
148,9.78,9.837,1.006,6,9.536,9.791,9.779,9.827,9.832,9.809,9.837,9.83
149,9.803,9.923,1.012,6,9.562,9.824,9.796,9.84,9.825,9.822,9.923,9.834
150,9.715,9.77,1.006,1,9.492,9.77,9.739,9.743,9.736,9.741,9.742,9.759
151,9.744,9.79,1.005,7,9.531,9.779,9.756,9.764,9.773,9.777,9.783,9.79
152,9.853,9.909,1.006,2,9.613,9.86,9.909,9.893,9.889,9.881,9.888,9.895
153,9.721,9.765,1.005,6,9.514,9.754,9.728,9.752,9.76,9.741,9.765,9.752
154,9.763,9.915,1.016,7,9.553,9.808,9.737,9.762,9.743,9.798,9.792,9.915
155,9.733,9.799,1.007,6,9.589,9.757,9.725,9.763,9.754,9.737,9.799,9.744
